Symbol,Name,Sector,industry,instrument,path
TPH,"TRI Pointe Group, Inc.",Capital Goods,Homebuilding,S1005976,./yhoo_data/S1005976.csv
TPHS,Trinity Place Holdings Inc.,Consumer Services,Building operators,S1005977,./yhoo_data/S1005977.csv
TPIC,"TPI Composites, Inc.",Energy,Industrial Machinery/Components,S1005978,./yhoo_data/S1005978.csv
TPIV,TapImmune Inc.,Health Care,Major Pharmaceuticals,S1005979,./yhoo_data/S1005979.csv
TPL,Texas Pacific Land Trust,Energy,Oil & Gas Production,S1005980,./yhoo_data/S1005980.csv
TPRE,Third Point Reinsurance Ltd.,Finance,Property-Casualty Insurers,S1005981,./yhoo_data/S1005981.csv
TPVG,TriplePoint Venture Growth BDC Corp.,n/a,n/a,S1005982,./yhoo_data/S1005982.csv
TPVZ,TriplePoint Venture Growth BDC Corp.,n/a,n/a,S1005983,./yhoo_data/S1005983.csv
TPX,"Tempur Sealy International, Inc.",Consumer Durables,Home Furnishings,S1005984,./yhoo_data/S1005984.csv
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",n/a,n/a,S1005985,./yhoo_data/S1005985.csv
TQQQ,ProShares UltraPro QQQ,n/a,n/a,S1005986,./yhoo_data/S1005986.csv
TR,"Tootsie Roll Industries, Inc.",Consumer Non-Durables,Specialty Foods,S1005987,./yhoo_data/S1005987.csv
TRC,Tejon Ranch Co,Finance,Real Estate,S1005988,./yhoo_data/S1005988.csv
TRCB,Two River Bancorp,Finance,Major Banks,S1005989,./yhoo_data/S1005989.csv
TRCH,"Torchlight Energy Resources, Inc.",Energy,Oil & Gas Production,S1005990,./yhoo_data/S1005990.csv
TRCO,Tribune Media Company,Consumer Services,Broadcasting,S1005991,./yhoo_data/S1005991.csv
TREC,Trecora Resources,Energy,Integrated oil Companies,S1005992,./yhoo_data/S1005992.csv
TREE,"LendingTree, Inc.",Finance,Finance: Consumer Services,S1005993,./yhoo_data/S1005993.csv
TREX,"Trex Company, Inc.",Basic Industries,Forest Products,S1005994,./yhoo_data/S1005994.csv
TRGP,"Targa Resources, Inc.",Public Utilities,Natural Gas Distribution,S1005995,./yhoo_data/S1005995.csv
TRHC,"Tabula Rasa HealthCare, Inc.",Miscellaneous,Business Services,S1005996,./yhoo_data/S1005996.csv
TRI,Thomson Reuters Corp,Consumer Services,Publishing,S1005997,./yhoo_data/S1005997.csv
TRIB,Trinity Biotech plc,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,S1005998,./yhoo_data/S1005998.csv
TRIL,Trillium Therapeutics Inc.,Health Care,Major Pharmaceuticals,S1005999,./yhoo_data/S1005999.csv
TRIP,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",S1006000,./yhoo_data/S1006000.csv
TRK,"Speedway Motorsports, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,S1006001,./yhoo_data/S1006001.csv
TRMB,Trimble Inc.,Capital Goods,Industrial Machinery/Components,S1006002,./yhoo_data/S1006002.csv
TRMK,Trustmark Corporation,Finance,Major Banks,S1006003,./yhoo_data/S1006003.csv
TRMR,"Tremor Video, Inc.",Technology,Advertising,S1006004,./yhoo_data/S1006004.csv
TRN,"Trinity Industries, Inc.",Capital Goods,Railroads,S1006005,./yhoo_data/S1006005.csv
TRNC,"tronc, Inc.",Consumer Services,Newspapers/Magazines,S1006006,./yhoo_data/S1006006.csv
TRNO,Terreno Realty Corporation,Finance,Real Estate,S1006007,./yhoo_data/S1006007.csv
TRNO^A,Terreno Realty Corporation,n/a,n/a,S1006008,./yhoo_data/S1006008.csv
TRNS,"Transcat, Inc.",Capital Goods,Electrical Products,S1006009,./yhoo_data/S1006009.csv
TROV,"TrovaGene, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),S1006010,./yhoo_data/S1006010.csv
TROVU,"TrovaGene, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),S1006011,./yhoo_data/S1006011.csv
TROVW,"TrovaGene, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),S1006012,./yhoo_data/S1006012.csv
TROW,"T. Rowe Price Group, Inc.",Finance,Investment Bankers/Brokers/Service,S1006013,./yhoo_data/S1006013.csv
TROX,Tronox Limited,Basic Industries,Major Chemicals,S1006014,./yhoo_data/S1006014.csv
TRP,TransCanada Corporation,Public Utilities,Natural Gas Distribution,S1006015,./yhoo_data/S1006015.csv
TRPX,Therapix Biosciences Ltd.,Health Care,Major Pharmaceuticals,S1006016,./yhoo_data/S1006016.csv
TRQ,Turquoise Hill Resources Ltd.,Basic Industries,Precious Metals,S1006017,./yhoo_data/S1006017.csv
TRR,"TRC Companies, Inc.",Consumer Services,Military/Government/Technical,S1006018,./yhoo_data/S1006018.csv
TRS,TriMas Corporation,Capital Goods,Industrial Specialties,S1006019,./yhoo_data/S1006019.csv
TRST,TrustCo Bank Corp NY,Finance,Major Banks,S1006020,./yhoo_data/S1006020.csv
TRT,Trio-Tech International,Technology,Industrial Machinery/Components,S1006021,./yhoo_data/S1006021.csv
TRTN,Triton International Limited,Technology,Diversified Commercial Services,S1006022,./yhoo_data/S1006022.csv
TRU,TransUnion,Finance,Finance: Consumer Services,S1006023,./yhoo_data/S1006023.csv
TRUE,"TrueCar, Inc.",Technology,"Computer Software: Programming, Data Processing",S1006024,./yhoo_data/S1006024.csv
TRUP,"Trupanion, Inc.",Health Care,Medical Specialities,S1006025,./yhoo_data/S1006025.csv
TRV,"The Travelers Companies, Inc.",Finance,Property-Casualty Insurers,S1006026,./yhoo_data/S1006026.csv
TRVG,trivago N.V.,n/a,n/a,S1006027,./yhoo_data/S1006027.csv
TRVN,"Trevena, Inc.",Health Care,Major Pharmaceuticals,S1006028,./yhoo_data/S1006028.csv
TRX,Tanzanian Royalty Exploration Corporation,Basic Industries,Precious Metals,S1006029,./yhoo_data/S1006029.csv
TRXC,"TransEnterix, Inc.",Health Care,Medical/Dental Instruments,S1006030,./yhoo_data/S1006030.csv
TS,Tenaris S.A.,Basic Industries,Steel/Iron Ore,S1006031,./yhoo_data/S1006031.csv
TSBK,"Timberland Bancorp, Inc.",Finance,Banks,S1006032,./yhoo_data/S1006032.csv
TSC,"TriState Capital Holdings, Inc.",Finance,Major Banks,S1006033,./yhoo_data/S1006033.csv
TSCO,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,S1006034,./yhoo_data/S1006034.csv
TSE,Trinseo S.A.,Basic Industries,Major Chemicals,S1006035,./yhoo_data/S1006035.csv
TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors,S1006036,./yhoo_data/S1006036.csv
TSI,"TCW Strategic Income Fund, Inc.",n/a,n/a,S1006037,./yhoo_data/S1006037.csv
TSLA,"Tesla, Inc. ",Capital Goods,Auto Manufacturing,S1006038,./yhoo_data/S1006038.csv
TSLF,THL Credit Senior Loan Fund,n/a,n/a,S1006039,./yhoo_data/S1006039.csv
TSLX,"TPG Specialty Lending, Inc.",n/a,n/a,S1006040,./yhoo_data/S1006040.csv
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Technology,Semiconductors,S1006041,./yhoo_data/S1006041.csv
TSN,"Tyson Foods, Inc.",Consumer Non-Durables,Meat/Poultry/Fish,S1006042,./yhoo_data/S1006042.csv
TSNU,"Tyson Foods, Inc.",Consumer Non-Durables,Meat/Poultry/Fish,S1006043,./yhoo_data/S1006043.csv
TSO,Tesoro Corporation,Energy,Integrated oil Companies,S1006044,./yhoo_data/S1006044.csv
TSQ,"Townsquare Media, Inc.",Consumer Services,Broadcasting,S1006045,./yhoo_data/S1006045.csv
TSRI,"TSR, Inc.",Technology,EDP Services,S1006046,./yhoo_data/S1006046.csv
TSRO,"TESARO, Inc.",Health Care,Major Pharmaceuticals,S1006047,./yhoo_data/S1006047.csv
TSS,"Total System Services, Inc.",Miscellaneous,Business Services,S1006048,./yhoo_data/S1006048.csv
TST,"TheStreet, Inc.",Consumer Services,Newspapers/Magazines,S1006049,./yhoo_data/S1006049.csv
TSU,TIM Participacoes S.A.,Public Utilities,Telecommunications Equipment,S1006050,./yhoo_data/S1006050.csv
TTC,Toro Company (The),Capital Goods,Tools/Hardware,S1006051,./yhoo_data/S1006051.csv
TTD,"The Trade Desk, Inc.",Technology,"Computer Software: Programming, Data Processing",S1006052,./yhoo_data/S1006052.csv
TTEC,"TeleTech Holdings, Inc.",Technology,Professional Services,S1006053,./yhoo_data/S1006053.csv
TTEK,"Tetra Tech, Inc.",Consumer Services,Military/Government/Technical,S1006054,./yhoo_data/S1006054.csv
TTF,"Thai Fund, Inc. (The)",n/a,n/a,S1006055,./yhoo_data/S1006055.csv
TTGT,"TechTarget, Inc.",Miscellaneous,Business Services,S1006056,./yhoo_data/S1006056.csv
TTI,"Tetra Technologies, Inc.",Energy,Oil & Gas Production,S1006057,./yhoo_data/S1006057.csv
TTM,Tata Motors Ltd,Capital Goods,Auto Manufacturing,S1006058,./yhoo_data/S1006058.csv
TTMI,"TTM Technologies, Inc.",Technology,Electrical Products,S1006059,./yhoo_data/S1006059.csv
TTNP,"Titan Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),S1006060,./yhoo_data/S1006060.csv
TTOO,"T2 Biosystems, Inc.",Health Care,Medical/Dental Instruments,S1006061,./yhoo_data/S1006061.csv
TTP,"Tortoise Pipeline & Energy Fund, Inc.",n/a,n/a,S1006062,./yhoo_data/S1006062.csv
TTPH,"Tetraphase Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,S1006063,./yhoo_data/S1006063.csv
TTS,"Tile Shop Hldgs, Inc.",Consumer Services,Home Furnishings,S1006064,./yhoo_data/S1006064.csv
TTWO,"Take-Two Interactive Software, Inc.",Technology,Computer Software: Prepackaged Software,S1006065,./yhoo_data/S1006065.csv
TU,TELUS Corporation,Public Utilities,Telecommunications Equipment,S1006066,./yhoo_data/S1006066.csv
TUES,Tuesday Morning Corp.,Consumer Services,Department/Specialty Retail Stores,S1006067,./yhoo_data/S1006067.csv
TUP,Tupperware Brands Corporation,Consumer Non-Durables,Plastic Products,S1006068,./yhoo_data/S1006068.csv
TURN,180 Degree Capital Corp.,Finance,Finance/Investors Services,S1006069,./yhoo_data/S1006069.csv
TUSA,First Trust Total US Market AlphaDEX ETF,n/a,n/a,S1006070,./yhoo_data/S1006070.csv
TUSK,"Mammoth Energy Services, Inc.",Energy,Oilfield Services/Equipment,S1006071,./yhoo_data/S1006071.csv
TUTI,Tuttle Tactical Management Multi-Strategy Income ETF,n/a,n/a,S1006072,./yhoo_data/S1006072.csv
TUTT,Tuttle Tactical Management U.S. Core ETF,n/a,n/a,S1006073,./yhoo_data/S1006073.csv
TV,Grupo Televisa S.A.,Consumer Services,Broadcasting,S1006074,./yhoo_data/S1006074.csv
TVC,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central,S1006075,./yhoo_data/S1006075.csv
TVE,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central,S1006076,./yhoo_data/S1006076.csv
TVIA,"TerraVia Holdings, Inc.",Basic Industries,Major Chemicals,S1006077,./yhoo_data/S1006077.csv
TVIX,VelocityShares Daily 2x VIX Short Term ETN,Finance,Investment Bankers/Brokers/Service,S1006078,./yhoo_data/S1006078.csv
TVIZ,VelocityShares Daily 2x VIX Medium Term ETN,Finance,Investment Bankers/Brokers/Service,S1006079,./yhoo_data/S1006079.csv
TVPT,Travelport Worldwide Limited,Consumer Services,Transportation Services,S1006080,./yhoo_data/S1006080.csv
TVTY,"Tivity Health, Inc.",Health Care,Hospital/Nursing Management,S1006081,./yhoo_data/S1006081.csv
TWI,"Titan International, Inc.",Basic Industries,Steel/Iron Ore,S1006082,./yhoo_data/S1006082.csv
TWIN,"Twin Disc, Incorporated",Technology,Industrial Machinery/Components,S1006083,./yhoo_data/S1006083.csv
TWLO,Twilio Inc.,Technology,Computer Software: Prepackaged Software,S1006084,./yhoo_data/S1006084.csv
TWMC,Trans World Entertainment Corp.,Consumer Services,Consumer Electronics/Video Chains,S1006085,./yhoo_data/S1006085.csv
TWN,"Taiwan Fund, Inc. (The)",n/a,n/a,S1006086,./yhoo_data/S1006086.csv
TWNK,"Hostess Brands, Inc.",Consumer Non-Durables,Packaged Foods,S1006087,./yhoo_data/S1006087.csv
TWNKW,"Hostess Brands, Inc.",Consumer Non-Durables,Packaged Foods,S1006088,./yhoo_data/S1006088.csv
TWO,Two Harbors Investments Corp,Consumer Services,Real Estate Investment Trusts,S1006089,./yhoo_data/S1006089.csv
TWOU,"2U, Inc.",Technology,Computer Software: Prepackaged Software,S1006090,./yhoo_data/S1006090.csv
TWO^A,Two Harbors Investments Corp,n/a,n/a,S1006091,./yhoo_data/S1006091.csv
TWTR,"Twitter, Inc.",Technology,"Computer Software: Programming, Data Processing",S1006092,./yhoo_data/S1006092.csv
TWX,Time Warner Inc.,Consumer Services,Television Services,S1006093,./yhoo_data/S1006093.csv
TX,Ternium S.A.,Basic Industries,Steel/Iron Ore,S1006094,./yhoo_data/S1006094.csv
TXMD,"TherapeuticsMD, Inc.",Health Care,Major Pharmaceuticals,S1006095,./yhoo_data/S1006095.csv
TXN,Texas Instruments Incorporated,Technology,Semiconductors,S1006096,./yhoo_data/S1006096.csv
TXRH,"Texas Roadhouse, Inc.",Consumer Services,Restaurants,S1006097,./yhoo_data/S1006097.csv
TXT,Textron Inc.,Capital Goods,Aerospace,S1006098,./yhoo_data/S1006098.csv
TY,Tri Continental Corporation,n/a,n/a,S1006099,./yhoo_data/S1006099.csv
TYG,Tortoise Energy Infrastructure Corporation,n/a,n/a,S1006100,./yhoo_data/S1006100.csv
TYHT,"Shineco, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,S1006101,./yhoo_data/S1006101.csv
TYL,"Tyler Technologies, Inc.",Technology,Computer Software: Prepackaged Software,S1006102,./yhoo_data/S1006102.csv
TYPE,Monotype Imaging Holdings Inc.,Technology,EDP Services,S1006103,./yhoo_data/S1006103.csv
TY^,Tri Continental Corporation,Consumer Services,Miscellaneous,S1006104,./yhoo_data/S1006104.csv
TZOO,Travelzoo Inc.,Technology,EDP Services,S1006105,./yhoo_data/S1006105.csv
UA,"Under Armour, Inc.",Consumer Non-Durables,Apparel,S1006106,./yhoo_data/S1006106.csv
UAA,"Under Armour, Inc.",Consumer Non-Durables,Apparel,S1006107,./yhoo_data/S1006107.csv
UAE,iShares MSCI UAE Capped ETF,n/a,n/a,S1006108,./yhoo_data/S1006108.csv
UAL,"United Continental Holdings, Inc.",Transportation,Air Freight/Delivery Services,S1006109,./yhoo_data/S1006109.csv
UAM,Universal American Corp.,Health Care,Medical Specialities,S1006110,./yhoo_data/S1006110.csv
UAMY,United States Antimony Corporation,Capital Goods,Metal Fabrications,S1006111,./yhoo_data/S1006111.csv
UAN,"CVR Partners, LP",Basic Industries,Agricultural Chemicals,S1006112,./yhoo_data/S1006112.csv
UBA,Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts,S1006113,./yhoo_data/S1006113.csv
UBCP,"United Bancorp, Inc.",Finance,Major Banks,S1006114,./yhoo_data/S1006114.csv
UBFO,United Security Bancshares,Finance,Major Banks,S1006115,./yhoo_data/S1006115.csv
UBIO,Proshares UltraPro Nasdaq Biotechnology,n/a,n/a,S1006116,./yhoo_data/S1006116.csv
UBND,WisdomTree Western Asset Unconstrained Bond Fund,n/a,n/a,S1006117,./yhoo_data/S1006117.csv
UBNK,"United Financial Bancorp, Inc. ",Finance,Banks,S1006118,./yhoo_data/S1006118.csv
UBNT,"Ubiquiti Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,S1006119,./yhoo_data/S1006119.csv
UBOH,"United Bancshares, Inc.",Finance,Major Banks,S1006120,./yhoo_data/S1006120.csv
UBP,Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts,S1006121,./yhoo_data/S1006121.csv
UBP^F,Urstadt Biddle Properties Inc.,n/a,n/a,S1006122,./yhoo_data/S1006122.csv
UBP^G,Urstadt Biddle Properties Inc.,n/a,n/a,S1006123,./yhoo_data/S1006123.csv
UBS,UBS AG,Finance,Major Banks,S1006124,./yhoo_data/S1006124.csv
UBSH,Union Bankshares Corporation,Finance,Major Banks,S1006125,./yhoo_data/S1006125.csv
UBSI,"United Bankshares, Inc.",Finance,Major Banks,S1006126,./yhoo_data/S1006126.csv
UCBA,United Community Bancorp,Finance,Savings Institutions,S1006127,./yhoo_data/S1006127.csv
UCBI,"United Community Banks, Inc.",Finance,Major Banks,S1006128,./yhoo_data/S1006128.csv
UCFC,United Community Financial Corp.,Finance,Banks,S1006129,./yhoo_data/S1006129.csv
UCP,"UCP, Inc.",Capital Goods,Homebuilding,S1006130,./yhoo_data/S1006130.csv
UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductors,S1006131,./yhoo_data/S1006131.csv
UDBI,Legg Mason US Diversified Core ETF,n/a,n/a,S1006132,./yhoo_data/S1006132.csv
UDR,"United Dominion Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,S1006133,./yhoo_data/S1006133.csv
UE,Urban Edge Properties,Finance,Real Estate,S1006134,./yhoo_data/S1006134.csv
UEC,Uranium Energy Corp.,Basic Industries,Precious Metals,S1006135,./yhoo_data/S1006135.csv
UEIC,Universal Electronics Inc.,Consumer Non-Durables,Consumer Electronics/Appliances,S1006136,./yhoo_data/S1006136.csv
UEPS,"Net 1 UEPS Technologies, Inc.",Finance,Investment Bankers/Brokers/Service,S1006137,./yhoo_data/S1006137.csv
UFAB,"Unique Fabricating, Inc.",Capital Goods,Auto Parts:O.E.M.,S1006138,./yhoo_data/S1006138.csv
UFCS,"United Fire Group, Inc",Finance,Property-Casualty Insurers,S1006139,./yhoo_data/S1006139.csv
UFI,"Unifi, Inc.",Consumer Non-Durables,Textiles,S1006140,./yhoo_data/S1006140.csv
UFPI,"Universal Forest Products, Inc.",Basic Industries,Forest Products,S1006141,./yhoo_data/S1006141.csv
UFPT,"UFP Technologies, Inc.",Capital Goods,Containers/Packaging,S1006142,./yhoo_data/S1006142.csv
UFS,Domtar Corporation,Basic Industries,Paper,S1006143,./yhoo_data/S1006143.csv
UG,"United-Guardian, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,S1006144,./yhoo_data/S1006144.csv
UGI,UGI Corporation,Public Utilities,Natural Gas Distribution,S1006145,./yhoo_data/S1006145.csv
UGLD,VelocityShares 3x Long Gold ETN linked to the S&P GSCI Gold In,Finance,Investment Bankers/Brokers/Service,S1006146,./yhoo_data/S1006146.csv
UGP,Ultrapar Participacoes S.A.,Public Utilities,Oil/Gas Transmission,S1006147,./yhoo_data/S1006147.csv
UHAL,Amerco,Consumer Services,Rental/Leasing Companies,S1006148,./yhoo_data/S1006148.csv
UHS,"Universal Health Services, Inc.",Health Care,Hospital/Nursing Management,S1006149,./yhoo_data/S1006149.csv
UHT,Universal Health Realty Income Trust,Consumer Services,Real Estate Investment Trusts,S1006150,./yhoo_data/S1006150.csv
UIHC,United Insurance Holdings Corp.,Finance,Property-Casualty Insurers,S1006151,./yhoo_data/S1006151.csv
UIS,Unisys Corporation,Technology,EDP Services,S1006152,./yhoo_data/S1006152.csv
UL,Unilever PLC,Basic Industries,Package Goods/Cosmetics,S1006153,./yhoo_data/S1006153.csv
ULBI,Ultralife Corporation,Miscellaneous,Industrial Machinery/Components,S1006154,./yhoo_data/S1006154.csv
ULH,"Universal Logistics Holdings, Inc.",Transportation,Trucking Freight/Courier Services,S1006155,./yhoo_data/S1006155.csv
ULTA,"Ulta Beauty, Inc.",Consumer Services,Other Specialty Stores,S1006156,./yhoo_data/S1006156.csv
ULTI,"The Ultimate Software Group, Inc.",Technology,Computer Software: Prepackaged Software,S1006157,./yhoo_data/S1006157.csv
UMBF,UMB Financial Corporation,Finance,Major Banks,S1006158,./yhoo_data/S1006158.csv
UMC,United Microelectronics Corporation,Technology,Semiconductors,S1006159,./yhoo_data/S1006159.csv
UMH,"UMH Properties, Inc.",Consumer Services,Real Estate Investment Trusts,S1006160,./yhoo_data/S1006160.csv
UMH^A,"UMH Properties, Inc.",n/a,n/a,S1006161,./yhoo_data/S1006161.csv
UMH^B,"UMH Properties, Inc.",n/a,n/a,S1006162,./yhoo_data/S1006162.csv
UMPQ,Umpqua Holdings Corporation,Finance,Savings Institutions,S1006163,./yhoo_data/S1006163.csv
UN,Unilever NV,Basic Industries,Package Goods/Cosmetics,S1006164,./yhoo_data/S1006164.csv
UNAM,Unico American Corporation,Finance,Property-Casualty Insurers,S1006165,./yhoo_data/S1006165.csv
UNB,"Union Bankshares, Inc.",Finance,Major Banks,S1006166,./yhoo_data/S1006166.csv
UNF,Unifirst Corporation,Consumer Services,Other Consumer Services,S1006167,./yhoo_data/S1006167.csv
UNFI,"United Natural Foods, Inc.",Consumer Non-Durables,Food Distributors,S1006168,./yhoo_data/S1006168.csv
UNH,UnitedHealth Group Incorporated,Health Care,Medical Specialities,S1006169,./yhoo_data/S1006169.csv
UNIS,Unilife Corporation,Health Care,Medical/Dental Instruments,S1006170,./yhoo_data/S1006170.csv
UNIT,Uniti Group Inc.,Consumer Services,Real Estate Investment Trusts,S1006171,./yhoo_data/S1006171.csv
UNM,Unum Group,Finance,Accident &Health Insurance,S1006172,./yhoo_data/S1006172.csv
UNP,Union Pacific Corporation,Transportation,Railroads,S1006173,./yhoo_data/S1006173.csv
UNT,Unit Corporation,Energy,Oil & Gas Production,S1006174,./yhoo_data/S1006174.csv
UNTY,"Unity Bancorp, Inc.",Finance,Major Banks,S1006175,./yhoo_data/S1006175.csv
UNVR,Univar Inc.,Consumer Durables,Specialty Chemicals,S1006176,./yhoo_data/S1006176.csv
UNXL,"Uni-Pixel, Inc.",Capital Goods,Industrial Machinery/Components,S1006177,./yhoo_data/S1006177.csv
UPL,Ultra Petroleum Corp.,n/a,n/a,S1006178,./yhoo_data/S1006178.csv
UPLD,"Upland Software, Inc.",Technology,Computer Software: Prepackaged Software,S1006179,./yhoo_data/S1006179.csv
UPS,"United Parcel Service, Inc.",Transportation,Trucking Freight/Courier Services,S1006180,./yhoo_data/S1006180.csv
UQM,UQM TECHNOLOGIES INC,Capital Goods,Industrial Machinery/Components,S1006181,./yhoo_data/S1006181.csv
URBN,"Urban Outfitters, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,S1006182,./yhoo_data/S1006182.csv
URG,Ur Energy Inc,Basic Industries,Precious Metals,S1006183,./yhoo_data/S1006183.csv
URI,"United Rentals, Inc.",Technology,Diversified Commercial Services,S1006184,./yhoo_data/S1006184.csv
URRE,"Uranium Resources, Inc.",Basic Industries,Precious Metals,S1006185,./yhoo_data/S1006185.csv
USA,Liberty All-Star Equity Fund,n/a,n/a,S1006186,./yhoo_data/S1006186.csv
USAC,"USA Compression Partners, LP",Public Utilities,Natural Gas Distribution,S1006187,./yhoo_data/S1006187.csv
USAK,"USA Truck, Inc.",Transportation,Trucking Freight/Courier Services,S1006188,./yhoo_data/S1006188.csv
USAP,"Universal Stainless & Alloy Products, Inc.",Basic Industries,Steel/Iron Ore,S1006189,./yhoo_data/S1006189.csv
USAS,Americas Silver Corporation,Basic Industries,Precious Metals,S1006190,./yhoo_data/S1006190.csv
USAT,"USA Technologies, Inc.",Miscellaneous,Office Equipment/Supplies/Services,S1006191,./yhoo_data/S1006191.csv
USATP,"USA Technologies, Inc.",Miscellaneous,Office Equipment/Supplies/Services,S1006192,./yhoo_data/S1006192.csv
USB,U.S. Bancorp,Finance,Major Banks,S1006193,./yhoo_data/S1006193.csv
USB^A,U.S. Bancorp,Finance,Major Banks,S1006194,./yhoo_data/S1006194.csv
USB^H,U.S. Bancorp,n/a,n/a,S1006195,./yhoo_data/S1006195.csv
USB^M,U.S. Bancorp,n/a,n/a,S1006196,./yhoo_data/S1006196.csv
USB^O,U.S. Bancorp,n/a,n/a,S1006197,./yhoo_data/S1006197.csv
USCR,"U S Concrete, Inc.",Capital Goods,Building Materials,S1006198,./yhoo_data/S1006198.csv
USDP,USD Partners LP,Transportation,Railroads,S1006199,./yhoo_data/S1006199.csv
USEG,U.S. Energy Corp.,Energy,Oil & Gas Production,S1006200,./yhoo_data/S1006200.csv
USFD,US Foods Holding Corp.,Consumer Non-Durables,Food Distributors,S1006201,./yhoo_data/S1006201.csv
USG,USG Corporation,Capital Goods,Building Materials,S1006202,./yhoo_data/S1006202.csv
USLB,PowerShares Russell 1000 Low Beta Equal Weight Portfolio,n/a,n/a,S1006203,./yhoo_data/S1006203.csv
USLM,"United States Lime & Minerals, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),S1006204,./yhoo_data/S1006204.csv
USLV,VelocityShares 3x Long Silver ETN linked to the S&P GSCI Silve,Finance,Investment Bankers/Brokers/Service,S1006205,./yhoo_data/S1006205.csv
USM,United States Cellular Corporation,Public Utilities,Telecommunications Equipment,S1006206,./yhoo_data/S1006206.csv
USNA,"USANA Health Sciences, Inc.",Consumer Durables,Specialty Chemicals,S1006207,./yhoo_data/S1006207.csv
USPH,"U.S. Physical Therapy, Inc.",Health Care,Medical/Nursing Services,S1006208,./yhoo_data/S1006208.csv
UTEK,"Ultratech, Inc.",Technology,Industrial Machinery/Components,S1006209,./yhoo_data/S1006209.csv
UTF,"Cohen & Steers Infrastructure Fund, Inc",n/a,n/a,S1006210,./yhoo_data/S1006210.csv
UTG,Reaves Utility Income Fund,n/a,n/a,S1006211,./yhoo_data/S1006211.csv
UTHR,United Therapeutics Corporation,Health Care,Major Pharmaceuticals,S1006212,./yhoo_data/S1006212.csv
UTI,Universal Technical Institute Inc,Consumer Services,Other Consumer Services,S1006213,./yhoo_data/S1006213.csv
UTL,UNITIL Corporation,Public Utilities,Power Generation,S1006214,./yhoo_data/S1006214.csv
UTMD,"Utah Medical Products, Inc.",Health Care,Medical/Dental Instruments,S1006215,./yhoo_data/S1006215.csv
UTSI,UTStarcom Holdings Corp,Consumer Durables,Telecommunications Equipment,S1006216,./yhoo_data/S1006216.csv
UTX,United Technologies Corporation,Capital Goods,Aerospace,S1006217,./yhoo_data/S1006217.csv
UUU,"Universal Security Instruments, Inc.",Consumer Non-Durables,Electronic Components,S1006218,./yhoo_data/S1006218.csv
UUUU,Energy Fuels Inc,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),S1006219,./yhoo_data/S1006219.csv
UUUU.WS,Energy Fuels Inc,n/a,n/a,S1006220,./yhoo_data/S1006220.csv
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Finance,Property-Casualty Insurers,S1006221,./yhoo_data/S1006221.csv
UVSP,Univest Corporation of Pennsylvania,Finance,Major Banks,S1006222,./yhoo_data/S1006222.csv
UVV,Universal Corporation,Consumer Services,Farming/Seeds/Milling,S1006223,./yhoo_data/S1006223.csv
UWN,"Nevada Gold & Casinos, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,S1006224,./yhoo_data/S1006224.csv
UZA,United States Cellular Corporation,Public Utilities,Telecommunications Equipment,S1006225,./yhoo_data/S1006225.csv
UZB,United States Cellular Corporation,Public Utilities,Telecommunications Equipment,S1006226,./yhoo_data/S1006226.csv
UZC,United States Cellular Corporation,Public Utilities,Telecommunications Equipment,S1006227,./yhoo_data/S1006227.csv
V,Visa Inc.,Miscellaneous,Business Services,S1006228,./yhoo_data/S1006228.csv
VAC,Marriot Vacations Worldwide Corporation,Finance,Real Estate,S1006229,./yhoo_data/S1006229.csv
VAL,Valspar Corporation (The),Basic Industries,Paints/Coatings,S1006230,./yhoo_data/S1006230.csv
VALE,VALE S.A.,Basic Industries,Precious Metals,S1006231,./yhoo_data/S1006231.csv
VALE.P,VALE S.A.,n/a,n/a,S1006232,./yhoo_data/S1006232.csv
